i think you need to be in the hospital .	我想你需要醫院的醫院 。
and if we look to the future , it's an unsustainable diet .	如果我們看看未來 , 未來 , 它是不可怕的 。
i want to talk about social innovation and social entrepreneurship .	我想要談社會和社群和社會和社群的社群 。
so we did what graduate students typically do in a situation like that .	所以 , 我們做了一開始的學生 , 例如同的情況 。
the way we portray working people on tv it's laughable .	人們在工作上 , 人們在工作上工作 , 很可怕 。
it's hard . it's not easy , and i'm making this very personal .	很困難 , 它不容易 , 我不簡單 , 我不容易做這個 。
his mother was incarcerated for the crime of being wealthy .	他母親的母親是對抗拒絕對抗拒絕 。
bears use claws for digging as well as defense .	阿拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉 。
but race also tends to overwhelm the clinical measures .	但 , 雖然同時 , 量量量量量量量量量量量量量量量量量量 。
powerpoint has this built into every copy of it that's shipped .	電力都建立了所有人工業的力量 , 都建造了 。
so that there would be a very slow way of developing confidence in health care .	所以 , 這種慢慢慢慢慢慢慢慢慢慢地發展 。
as you go around these places there's plenty of aesthetics .	如你周圍繞著這些地方 , 其中一個地方 。
and in fact , there's a whole new generation of these gm kids like jenna .	事實上 , 有一代的一代 , 一代男孩的孩子 , 像這些孩子一樣一樣 。
we can say to our children , ok , done , that was our story . that passed .	我們可以說我們的孩子 , 嗯 , 做我們的孩子 , 做我們的故事 。
we're told , never share anything you wouldn't want the entire world to see .	我們說 , 不論 , 不論你不想 , 不想 , 不論你 , 不想 。
the unit was cleaner , quieter , safer and more humane .	不論是 , 安全、安全、安全、安全、安全、更安全 。
do we also have specialized brain regions for other senses , like hearing ?	我們也需要其他大腦的大腦 , 聽覺 , 聽起來起來起來 , 聽起來起來嗎 ?
if you want someone to be real with you , they need to know that you bleed too .	若你想要和大家分享 , 他們需要你知道 , 他們需要太多 。
you have to walk a few kilometers to get your kids immunized .	你必須走幾塊小小小小小小小小小小小小小小小小小兒 。
but it all depends upon us believing that we can find a solution .	但 , 所有我們都能發現我們能找到解決解決解決解決解決方案的解決方案
but the first thing you need to do is let go of the bad ideas you have about sex .	但第一件事 , 你需要做好的事 , 來做好 , 你必須做性性 。
what it means today may not be what it means a year from now , or 10 years from now .	今天 , 今天 , 今天 , 不論是 , 或20年 , 或20年 。
i carefully placed my hand into the clam's mouth and waited .	我在我的手中 , 我的手臂 , 等著手 , 等等等等 。
and we're able to replicate these same results in all of our experiments .	我們可以把這些實驗組合在一起 , 我們可以用這些實驗 。
even so , i kept reading comics , and i even started making them .	即使 , 我在閱讀 , 我甚至開始閱讀 , 即使他們開始做 。
they help us resist disease , and they may even be affecting our behavior .	他們幫助我們疾病、疾病、疾病、疾病 , 即使我們更有效的行為 。
if you think about it , shakerism was a protoenvironmental movement .	如果你認為它是 , 強烈主義主義者是一致的力量 。
it protects our planet from too many impacts , from meteorites and the like .	它保護我們的地球和許多影響 , 和我所造成的影響 , 如同的影響 。
i believe so , but before we move on , what do we mean by democracy ?	我相信 , 但 , 即使我們在做什麼 , 我們要說什麼 ?
because when people all share values , when people all share morals , they become a team .	因為當人們分享的價值 , 當人們分享的價值觀 , 他們變成一個團隊 。
like , do you just want normal sex or do you want awesome sex in your life ?	例如 , 你只是常常想做性性性性 , 你希望你的生命 ?
in the interval , there have been perhaps 20 or 25 different species of hominids .	在205年 , 或許有25種種種種種種種種種種種種種 。
these women you see here , they have strong skills and potential to be leaders .	這些女性可以看到 , 他們有強強的力量 , 他們有強強的領導者 。
jc: all right . well we will watch this space . but i have two more questions .	克: , 我們都看 , 我們會看這個空間 , 但我有兩個問題 。
how did those people who have better lives even with bigger depression manage to get through ?	人們有更好的生活 , 即使人們有更好的影響 ?
and i was so excited first person i'd ever see outside of ebbets field .	我很興奮 , 我是第一個人看到的第一個人 。
for instance , how would you go about counting the number of people in a room ?	舉例來說 , 你要如何去做數量的人 , 你會怎麼辦 ?
she wound up wandering outside the park and getting shot .	她寫著 , 她寫了一場 , 打開 , 再放放了 。
i started this talk with testing two ways of communicating climate with you .	我開始談這兩種方法 , 和氣候變遷 。
would you just give us a little twirl , please , costa ?	你只只給我們一小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小
and you take those four instances and you realize you have a complex problem .	四個四個四個四個 , 各位需要一個複雜的問題 。
that is something to keep in mind . we can't deal with it with situations like this .	這件事是 , 我們能繼續思考 , 我們可以解決這個情況 , 像是這樣 。
i'm never going to have enough money to fund even one of those trials .	我永遠永遠不夠夠錢 , 甚至沒有錢的錢 。
so let's quickly recap this cycle of odds .	所以 , 讓我們慢慢慢慢慢慢慢慢慢慢 。
lit from within is the sole secure way to traverse dark matter .	由於於於於黑暗中 , 以黑暗的黑暗性 。
so the very things that help us to see the world also can blind us to it .	所以 , 真的讓我們幫助世界的幫助我們 , 同時也能幫助我們 。
i thought maybe i was wrong , maybe i'd forgotten what objectivity was .	我認為我是錯的 , 或許我不想 , 或許我認為我是什麼 。
and the people on tv weren't telling us anything that we wanted to hear .	人們在說 , 人們說我們不想告訴我們 , 我們想要聽我們 。
they can be overcome when we don't lock our door to the outside world .	他們可以在世界各地 , 不管我們不停在世界各地 。
i want people to feel the power of collaboration , sometimes quite literally .	我希望人們感受的是力量的力量 , 有時 , 有時 , 有時 , 我真的真的很喜歡的力量 。
so there was jupiter and there was mercury and there was venus .	所以 , 那裡有了 , 那裡有一塊 , 那裡有了 。
but will you look for a new one ? no ! you'll just bitch about that one .	但你會看一個新的新嗎 ? 你不會看一個一個好 。
and then i got an email from a guy named bipin desai .	然後我有一名名名名名名名名名名名名名名字 。
you can try to control them without that fundamental understanding of every component .	你可以控制它們 , 無法控制它們 , 都能控制它們 。
he led me to a house of cream stucco , then drove off .	他帶我一家 , 一間房子 , 然後拿了一家 。
the red emblem of michael looked as if it could fly .	紅色的紅色的紅色的紅色 , 看起來很快 。
she loses the check , but she goes home with something bigger and more important .	她在家裡 , 但她和家人 , 但她更重要的是 , 更重要的 。
these lancets are available everywhere , completely passive .	這些優勢都不可靠近每次 , 完全完全不可見 。
we're up to seven new species per hour of time we spend at that depth .	我們在七個不同的物種中 , 我們花了五種不同的物種 。
my little sevenyearold picasso dreams were crushed .	我四個小小小小的夢想是夢想的夢想
i have come to believe that coming true is not the only purpose of a dream .	我必須相信這個夢想 , 不只是夢想的夢想 。
so in a relational universe we must have processes of selforganization .	所以 , 在宇宙中 , 我們必須創造出自動的過程 。
so this was a very large undertaking , and to do it we needed some help .	這是很大的 , 很大的 , 我們需要幫助一些更大的幫助 。
it is a pleasure to be here on the tedx stage tonight .	它是一台飛機 , 這裡是一台電腦 。
gk: so never on the court do you fall back for venus ?	克:從來 , 不管你不停下來 , 再再再再回回來 , 再再回回來 。
so our first challenge was to find these things , and that was a challenge , indeed .	第一個挑戰是 , 我們的挑戰是 , 一個挑戰、挑戰、挑戰、挑戰、挑戰 。
but these galaxies are actually moving at extremely high speeds .	但這些粒子的粒子其實是非常高的 。
and the mncs give them machines that they cannot afford .	工程師可以給它們的機器 , 不管它們 。
and it would take us decades to reach even just a third of the people in the world .	過去十年十年 , 即使我們只能達到第三個人 。
good . just taking inventory . you're like a buffet .	很好的 , 你只能創造一個好的設計 。
neeraj's story is one of the most read stories on our app .	史史上最喜歡的故事是最好的故事 , 最好的故事 。
you're just like your dad , " who collects instruments .	你只是像你的女兒 , 「 每個人 , 每個人都一樣 。 」
but behind the scenes in an online game , this is what it looks like .	但在網路上 , 在網路上 , 這個遊戲中 , 看起來像這樣的遊戲 。
" cordial " and " reception " come from french .	「 國際 」 和 「 不論 」 的定義 。
we are all familiar with these mundane , everyday objects .	我們都是同同同性 , 每週 , 每週 , 每天 , 每天 , 每日 。
jaimie spahr: first of all , you need dragonflies .	克克克克:首先 , 首先 , 首先 , 首先 , 首先 。
we're going to win because we are willing to stand up for our dreams . "	我們要走走 , 因為我們會站在我們的夢想: 「 我們會在夢想 。 」
it goes back to a time when i was very often staying in hotels .	最後 , 當我回來 , 很快 , 通常我常常常常常常走 。
there have been a few changes for the better and more changes for the worse .	許多改變 , 更好的改變更好 , 更好的改變 。
there are men and women who are stuck behind bars as political prisoners .	有女人和政治人 , 女性在政治上 , 和政治人 。
i'll give it to jim , because he could use the pat on the back .	我會給它 , 因為他可以用這張圖 , 因為他可以用 。
not that there aren't side effects , but i know for certain it will work .	不論是 , 不論是 , 但我知道 , 我知道它會做 。
and who the hell thought it was a good idea to give me a tedx talk ?	誰會想 , 他會給我一個很棒的概念嗎 ?
that doesn’t mean a young whale only interacts with her relatives .	這不論是一位年輕的互動 , 只與她互動的互動 。
" one bite , adam . don't abandon eve . "	「 一旦 , 一個不論 , 一名名名 。 」 一名叫 「 一名 」
durkheim even called us homo duplex , or twolevel man .	在西方》中 , 即使我們稱為兩種人 , 或兩個人 , 或兩個人 。
but the question is: in order to get there , what are we willing to give up ?	但問題是 , 問題是 , 若我們要去做什麼 ?
he didn't set out to kill or maim me , gill hicks .	他沒有被殺殺 , 或殺人 , 殺了我 。
a good one is in somalia . there's a war on piracy .	一個好是亞亞亞的一個好是戰爭的戰爭 。
he even found noël's business card inside the record sleeve .	即使他發現 , 沒有電廠的車子 。
so a lot has changed since that night in 2008 when i felt torn in half .	所以 , 在2008年之後 , 在2008年時 , 我感覺到一半 。
if you go and do it now , the national parks count about 500 .	如果你去做 , 中國 , 國家 , 國家的國家 , 國家是5000 。
in africa where it is a major killer it is totally ignored .	在非洲 , 非洲被殺死 , 被殺死了 。
and they looked at each other and smiled , like that was the right answer .	他們看彼此 , 每個人都看彼此 , 像是 「 答案 」 的答案 。
how could our genetic makeup be so similar to animals and yet we look so different ?	我們如何讓動物的基因組合 , 同時 , 我們看不同動物和不同不同 ?
imagine a lighter black hole falling into a very heavy black hole .	想像一個黑暗暗的黑暗暗 , 黑暗的黑暗 。
viking was developed and managed at the nasa langley research center .	阿拉拉斯開發 , 研究中心的研究 , 研究中心的研究中心 。
in my part of the world , too many people live below the poverty line .	在我的世界中 , 許多人 , 許多人都住在貧窮 。
every once in a while , i have to say , " ah , fuck it . "	每一旦 , 每次 , 我必須說: 「 喔 , 我必須說: 「 啊 ! 」
khnhom: " i , " " me , " " flowering . "	克里斯: 「 我的照片 , 我說: 「 我花了 。 」
everyone throws out suggestions and then we pick two to focus on .	每個人都把每個人放到兩個人 , 然後我們會把兩個人放放放在一起 。
and the only answer i can give you is: not everything is as easy as it sounds .	第二個答案 , 我不能給你們 , 一切都不容易 。
you don't need some grand plan . you don't need a waterfall .	你不需要一些植物 , 你不需要一些水 , 不需要水水 。
just flash it , scare the guy . he's a punk .	直到它 , 它是一群人 , 他是一名人 。
and not only in the states , but in any country , in any economy .	不僅在美國 , 但任何國家 , 任何國家 , 任何國家 。
there's been wonderful news also about studying women , finally , in heart disease .	很棒 , 同時 , 科學家也研究了新的疾病 , 最後 , 最後 , 最後 , 終於疾病 。
i'm going to give you three logos , all based on this one idea .	我會給你們三項目 , 所有的想法 , 都要給你一個想法 。
but he says , " we want a nuclearfree world . "	但他說: 「 我們想要一個世界各個世界 。 」
this building block of course , you ask yourself , " how did this girl do it ? "	這棟建築物館 , 你問自己: 「 你怎麼做這個女孩 , 怎麼做 ? 」
you're walking around ; your car has 12 microprocessors .	你走走走 , 車輛車 , 你有2個微小的微鏡子 。
we will put our bodies in front of the machines to stop this project from happening .	我們會把我們的機器放在機器下下 , 把機器放在這個計畫 。
i could fight by raising my voice and reprimanding her for her words .	我可以保護我的聲音和聲音和她的聲音 , 和她說她說她說她說她 。
i had been an orphanage tourist , a voluntourist .	我曾曾是一位女士 , 一位女士 , 一位女士 。
right ? i'm jewish , a little bit of guilt always works .	對我來說 , 我很喜歡 , 很棒的小 , 很棒 。
this is the main method that i use . this is functional mri .	這是我用這張照片 , 我用這個方法來使用這個方法 。
with deworming , you can get an extra year of education for three dollars .	雖然 , 可以 , 你可以得到三億美元的教育 。
in the u . s . only one percent of the people are actually farmers .	在美國 , 只有一個人 , 只有一百分之一 。
i have the wrist rotation that goes and it can go all the way around .	我有著手術 , 把它放到 , 都可以走走 。
as opposed to aluminium , and it's grown .	例如 , 一致命 , 它是成長、成長、成長 。
as you can see , she has a smile which you can never forget .	如如你可以看到 , 她有一塊 , 她無法從未知 。
they're like , you know , kittens . you get a litter .	例如 , 你知道 , 你知道 , 克里斯 。
you're saying we're spending 35 billion dollars now on subsidies .	說 , 我們要花350億美元 , 花了3億美元 。
and that is why the message is that of gandhian engineering .	這就是為什麼我所謂的工程師 , 工程師的工程師 。
the bladder can go on stretching , but only to a point .	火箭可以走上 , 只有一步 , 但只有一個點子 。
and so people begin thinking in terms of electricity to produce convulsions .	所以人們開始思考電力 , 讓電力開始創造電力 。
i said , " i'm here to meet the prime minister . "	我說: 「 我會議員 , 我會會議員 。 」
we think more than 40 percent of the african diaspora landed here .	我們認為 , 非洲的40%比非洲的平均 。
and in fact , i couldn't feel anything from the center of my chest down .	事實上 , 我無法感受到我的環境中 , 我無法感受到我 。
beethoven was a very clever entrepreneur .	雖然是非常興奮的 , 雖然非常興奮 。
but what politicians need is a range of options .	但 , 政治人需要一個人需要一群的平衡 。
but they also succeed at the job of entrepreneurship .	但 , 他們也在工作的工作中 , 但他們也決定了 。
i choose the prime minister based on my relationship with them .	我選擇了 「 政治主義者 」 和社群之間的關係 。
you're so clever , but you're not as clever as a clam .	但你很快 , 但你不喜歡 , 但你不是一名 。
and they're all very complicated and interconnected and difficult .	他們都是非常複雜的 , 他們都是非常複雜的交易和困難的 。
you can add them to all the squares of paul klee .	你可以把它們放放到各式各式各地 。
let me give you a quick idea of a couple of these sorts of questions .	讓我給你們幾個想法 , 讓我給一些問題 。
after all , no one is actually in favor of crony capitalism .	畢竟 , 不論 , 沒有人工業主義者 。
we will need to adapt organizations and managerial practices .	我們需要一個組織 , 我們需要一個組織 , 和法律的組織 。
like , my colleagues and i got what we thought was a really great idea .	如同同同同同同同同事 , 我覺得我們真的很棒 。
now we can be wellbalanced in our biorhythm with daylight .	現在 , 我們可以用生物學來和生物的微生物 。
we stay because of the fear that what pushed us into the camp . . .	我們在恐懼的恐懼中 , 因為我們在海底下 。
we've actually tried growing mycelium on mars simulant .	我們實際上在我的生態中 , 我們實際上在我的生態中 。
the first is to get the cells to make proteins for us , for our use .	首先 , 第一個細胞會讓我們使用細胞 , 使用我們的細胞 。
i plan to use it on television , radio and the internet .	我使用它 , 利用網路、網路、網路、網路、網路、網路、網路、網路、網路、網路 。
and more importantly , you don't actually see what gets edited out .	更重要的是 , 你不看到的 , 你不看到什麼 。
the largest organism in the world is in eastern oregon .	世界上最大的體體系系系系系系系 , 或巴黎 。
ok , that's a lie . maybe it was 10 o'clock .	嗯 , 這張圖是 , 大概是10公尺的 。
right ? but where is our strategy for theresa and baakir ?	意思是 , 我們的 , 但在哪裡 , 我們的寶寶嗎 ?
and so it's the pursuit of better things , easily shared .	所以 , 它是更好的 , 更簡單的 , 很容易分享 。
we want to be able to fulfill those 1 . 6 million dreams .	我們想要有有有有有有250萬夢想的夢想 。
but it didn't have quite the same pickup in the u . s .	但它沒有相同的同意 , 但不一樣 。
and not just to tears , but to actually stop the genocide .	不僅僅僅是 , 但事實上 , 但實際上 , 實際上 , 即使不停止 。
it's people happy to be together , happy to belong to a large national community .	人們很棒 , 很棒 , 很棒 , 讓國家更強大的社群 。
the patent wall is a strategy to block competition .	牆壁的牆牆是一牆的牆壁 。
i really wanted to help , so i pulled out my credit card .	我真的希望 , 我希望 , 我的協助我的車子 。
and in real life , there are lots of nonzerosum games .	在現實中 , 有許多地方 , 沒有其他遊戲的遊戲 。
now , i must warn you , i'm not inspirational .	現在 , 我必須保護你 , 我不需要戰爭 , 我不是愛滋病 。
so how else could we replace the coalfired power plants ?	所以 , 我們如何把其他的電電電電電電力 ?
history is strewn with the cases when they've all got it wrong .	歷史上 , 歷史上 , 當他們都沒錯了 。
the question remains: why aren't people having enough kids ?	問題: 「 問題是:為什麼 , 為什麼人不夠的孩子嗎 ?
beside that photograph there is the information about his life .	這張照片是他生命的資訊 , 這是他生命的資訊 。
we all know there are people with disabilities ; we see them daily .	我們都知道 , 所有人和社區的社區 , 我們看到他們 。
so to perceive this voice , it first has to travel to your ears .	所以 , 為了這個聲音 , 第一個聲音必須走你的聲音 。
they're modern myths , these comic book heroes .	他們是我的書籍 , 這些書籍 , 這些書籍的書 。
but sisyphus lived up to his crafty reputation .	但在他生活中 , 生活在他的平台上 。
this is an 88by88sized costas array .	這是8888公公公公公公公公公公公公公公公公公公尺 。
it wasn't until i let go of the life i thought i should have . . .	直到我 , 直到生命中 , 直到我不想 。
my mother said that she thought i'd really rather have a blue balloon .	我母親說 , 她真的真的真的真的有藍色的藍色 。
they're only in place to limit the future creation of debris .	他們不僅僅僅在未來的未來中唯一唯一的創意 。
and they don't broadcast their failures on social media .	他們不像社交易的社群 , 他們不停在社交上 。
he is a pharmacy doctor , and he sent me to school .	他是一位醫生、醫生、醫生、醫生、老師、老師 。
but that amount can be reduced through clever compression formats .	但這大量的量量量量可以產生更多的影響 。
and i want you to think about the community that you want to be part of creating .	我希望你們要想想這些社區 , 你想要創造創造創造創造創造創造創造創造創造力的部分 。
and ken and i believe that this is what practitioners actually want .	克里斯和我相信這就是這樣做的事 。
we nurture water in our wombs for nine months .	在我們的水中 , 在我們的水中 , 我們花了幾個月 。
and what he's holding there is about half a petabyte .	他在一半半 , 一半是一半的一半 。
they're ideas about which people disagree in the deepest possible sense .	人們認為人們在深深深深深深深深深深深深深深深深深深深深深深深深深深
but i was paralyzed by my fear of not being accepted .	但 , 我是恐懼的恐懼 , 不是我的恐懼 。
and fishermen ignored it until the late 1970s .	在1970年代 , 直到1970年代 , 直到1970年代 。
the question is , ultimately , why does all this interesting stuff exist ?	問題是 , 很有趣的是 , 為什麼所有東西都有趣 ?
it would be insane to call hamlet a loser .	它會被稱為 「 阿拉拉 」 的名詞 。
well , the first thing to do is we've got to call out the rich countries .	首先 , 第一件事是 , 第一個國家的國家 。
and we have two main tools available at our disposal .	我們有兩種強大的農業 , 我們有兩倍的力量 。
it can't be the total number of black or white hats .	它可以是黑人的黑人 , 黑人的黑人 。
a lot of companies have fallen into that conventional wisdom .	許多公司有許多公司的公司 , 許多公司有許多公司 。
we inspected schools and private residencies .	在學校中 , 我們在學校和創傷和創意 。
because a word is like an archaeological artifact .	因為一名字是藝術藝術藝術藝術的藝術 。
this is also something that , the way we teach it in the u . s .	這是我們也做的事 , 我們也在教堂中學 。
i don't always know why i take photographs of things .	我總是知道為什麼我總是知道為什麼我不知道的照片 。
and this is absolutely crucial to the monotheisms , too .	這絕對抗生態度來說 , 太重要 , 太重要 。
a lot of people have said it's going to be africa's decade , finally .	許多人說 , 很多人會說非洲 , 最後十年 , 最後 , 最後 , 最後 , 最後 , 最後 , 最後 , 最後 , 最後
and this daynight cycle is what drives our weather .	這一天 , 天天 , 我們的車輛車 , 我們的飛機 。
it said a windmill could pump water and generate electricity .	它說 , 水能讓水和水能產生電力 , 產生電力 。
now these decisions vary in the number of choices that they offer per decision .	這些決定在數字中 , 他們的選擇 , 決定他們決定 。
all of these impacts have since either happened or are now well under way .	所有這些影響的影響 , 每次發生了 , 或好的影響 。
and so that's sort of working in the opposite direction .	所以 , 其實在工作中 , 基本上 , 相同 。
if i'm honest , this isn't why i went into it .	如果我是最棒的 , 這是為什麼我去去 。
and you can notice they have created a kind of false catchment .	你可以注意它們創造出一個很有的材料 。
so nike is definitely not the stock exchange .	所以 , 很棒 , 不幸運並不是很興奮的 。
i can't see how you respond to what i'm saying .	我不能看你如何看你如何說什麼 , 我不能說什麼 。
it was really a presence of a kind of energy or quickening .	它是一致力的能量 , 很快的能量 。
we chose ways of relating to each other that got us here .	我們選擇一下 , 每個人都能用其他的方式來解釋我們 。
because it's got all those a's lined up i guess .	因為 , 這一切都有一線線線線線 。
now , this evidence goes way beyond anatomy .	這種化化化化化化化化化化 , 這樣 。
first of all , these electrodes are noninvasive .	首先 , 這些人 , 這些都是不可見的 。
aren't we all looking for recognition in our jobs ?	我們都看 , 我們都在我們的工作中 , 我們都看我們的工作 ?
we're afraid to speak too much or too little in a meeting .	我們是說說 , 太太多 , 太小說 , 太小 。
you're thinking , " that's ridiculous . no way . "	你在想: 「 真相反 , 不可思想 。 」
well , let me tell you what the benefits are because they are great .	嗯 , 讓我告訴各位 , 因為他們是很棒的 , 因為他們是很棒的 。
now i'm going to show you the results from the eeg recording .	現在 , 我會顯示顯示 , 結果的結果 。
that was well chosen , i would say , for tedwomen .	這是我說 , 我會說 , 我會說 , 我會說 。
i said , " look , in georgia at least we want to know .	我說: 「 看看亞亞 , 今天 , 至少我們想要知道 。
everything you'll see here , except the car , is origami .	所有東西都可以看到 , 所有的車輛車 , 或車子 。
we have the ability to do that , and i think it's going to work .	我們有能力的能力 , 我認為它會做 , 我認為它要工作 。
he said , " john , i want you to become a good herder .	他說: 「 嗯 , 我想要成為她 , 我希望她更好 。 」
so how could we overcome this human weakness with a tattoo ?	所以 , 我們如何讓人類和人類和人類和平衡的平衡 ?
is there any other use to exploration and science , other than just a sense of wonder ?	另外 , 其他科學和其他科學 , 更好的科學 , 更好 ?
those subsidies stop companies from competing on equal terms .	那些公司的工業公司 , 由於工業服務 。
and that probably will be an interesting treatment in the future for cancer and things like that .	或許 , 未來會是有趣的治療 , 例如 , 例如未來的治療 。
in addition , an em can make a copy of itself at that moment .	此外 , 一刻 , 一刻 , 一刻刻 , 一刻刻刻刻 , 一刻刻 。
only three are africanamerican or black , and only one woman was asian .	第三個是非洲、黑人、黑人、黑人 , 只有一位女性 。
what was your name ? peter ? is that right , so , peter ?	你的意思是嗎 ? 你的意思是嗎 ? 所以嗎 ?
and then what happens when you think about this trajectory for the future ?	接下來 , 當你想到這個觀點時 , 未來的未來呢 ?
how do you keep cheer when you go from beautiful to bald in three days ?	當你在三天前 , 當你走到三天 , 再說 , 你要如何做三天 ?
collaborate with them on solutions that could work for society and for business .	用他們和解決解決解決解決解決解決方案 , 來解決他們 。
and i say , " no , no , it tells the date as well . "	我說: 「 不 , 不論 , 不論 , 不論是 。 」
what all the data i've shown you so far says is the same thing .	所有資料顯示 , 我的所有數據顯示 , 如同同同的數據 。
under the right condition , it's a short path to more destruction .	例如 , 它是一個短期的路徑 , 更快 。
i have a question: who here remembers when they first realized they were going to die ?	我有問題:如果他們記得 , 第一個問題是 , 他們發現他們死死了嗎 ?
it forces air through a venturi force if there's no wind .	它會在空氣中 , 如果沒有電力 , 沒有空氣 。
think about how your house was built or your kitchen renovated .	想想你的房子 , 你的房子是如何建造你的家 。
we had 25 mothers who came regularly after school to study .	我們有25歲的母親 , 醫生已經研究了 。
so you've done four cartoons . you can have a little rest now .	所以 , 你有四個車車 , 可以做四個小車 。
god , the one who rules the entire universe , wants my bread ? "	史上 , 一名人 , 一群人想: 「 我希望整個宇宙的樣性 ? 」
halfway through that presentation , someone said , " solid candidate .	一半 , 一半人說: 「 有人說: 「 人們可以殺殺 。 」
it would have " heart " in that it would have passion and heart and soul .	它會稱為 「 心臟臟臟臟和心臟、心臟、心臟、心臟 。
i mean , almost always , the people who deny climate change are nationalists .	我的意思是 , 人們總是改變氣候候候候變遷 。
let me show you about what it's like to code in scratch .	讓我展示它的圖像 , 看看它的圖片 。
and today , that fall hasn't stopped ; i'm still falling .	今天 , 下 , 直到 , 我仍然停止 。
so , there is a long history of stop signs and yield signs .	所以 , 歷史上 , 有長久的歷史 , 很久 。
you were hoping your internship would give you valuable life experience .	你在你的社群中 , 你會給你生命的經驗 。
they mostly just kind of hide in that back corner , behind a cup .	他們最喜歡的 , 最喜歡 , 最喜歡的 , 最喜歡 。
we should not take it for granted to be boundlessly connected .	我們應該要把它帶給它 , 沒有連結起來 。
first: cities need a plan and a strategy to implement it .	第一:城市需要一個城市 , 一個計畫 , 一個計畫 。
water has been declared a human right by the united nations .	水已經被稱為美國人 , 人類的水平衡 。
so , in fact , it's not permanently in the high seas .	所以 , 實際上 , 它不是高度的高度 。
uber and didi use crowdsource for driving .	阿拉拉拉斯 , 用車車來做法 。
let's go ahead and try this again with neuroscience in mind .	咱們 , 再再再再再再再再再再再再再再再再再再一次 。
something happened when i began traveling in vday , eight years ago . i got lost .	每當我開始在四歲時 , 七年前 , 我開始走了 。
we haven't done it yet , but keep the applause ready .	我們還沒有做 , 但 , 雖然我們已經做了 。
each lock in the prison works in the same unusual way .	每個人都在同事工作中 , 每個人都在同事 。
and his secret weapon is the fiveminute favor .	他的確是 , 我們四分之五分 , 五分之五 。
google is wrong ; robots don't look like that , they look like this .	google , 不錯 , 機器人不像這樣 , 看起來像這樣 。
you've got " pretty . " you've got " heartbreak . "	你有很棒的 「 你真的有心臟臟臟病 。 」
when we change them , we write a better reality for us all to be a part of .	當我們改變他們 , 我們寫了更好的世界 , 我們寫了我們 。
i said , " do you pray ? do you want to pray ? "	我說: 「 你要怎麼做嗎 ? 」
are they old , young , professional , conservative ?	年輕 , 年輕人 , 年輕人工智慧的領導人 ?
inclusive leadership is critical to putting people first .	在第一個領導者的領導人 , 為為為第一個領導人 。
and they brought us in and said , " what would you do ? "	他們說 , 他們說我們說: 「 誰會做什麼 ? 」
hw: i knew something was happening , but i really wasn't sure what .	克:我知道 , 我知道 , 我真的不確定 , 但我不確定 。
now , on your way to change the world , people are going to resist .	在你的世界 , 你要改變世界 , 人們會改變世界 。
it needs to be a decadelong approach , rather than just a couple of years .	它需要幾十年十年 , 不僅僅僅僅是幾十年的 。
i love the idea that different branches of science are called fields of study .	我愛科學的科學是不同科學的科學科學 。
the most complex challenges in the world require not just us to use our attention individually .	世界上最複雜的挑戰 , 不需要我們能使用我們的注意力 。
dr . jason topping: my name is jason topping .	克克克克:我的名字 , 我叫我的名字 。
what does that do , both to those people and the organizations that they work in ?	兩種 , 每個人都要做這些組織 , 他們會做什麼 ?
the hum is the electricity that comes from being excited by life .	美麗是電力的電力 , 從生命的生命中 。
a rose by any other name would smell as sweet . "	另外一個名名名字會被稱為 「 黑人 」
changemaking does not belong to one group of people ; it belongs to all of us .	改變的改變並不是一個群群群群群群群群群群群群群眾的改變 。
well , we're not yet sure , but some theorize that they aid in recovery .	嗯 , 我們不確定 , 但我們也不確定他們 , 有些是非常感染的 。
and i was sitting in a hallway one night and a couple girls came up to me .	我坐在一個晚上 , 一個晚上 , 一晚 , 一晚上 , 一晚上 , 一晚 , 一晚 , 一晚 , 我是一小時 。
but if we jump forward 400 years , the tone about sleep changes somewhat .	但如果我們在400年後 , 我們要在睡眠的睡眠 。
why won't they use those connections and call a ceasefire or something ? "	為什麼他們不用這些連結 , 稱為這些連結 , 或 「 或 " 或 " 或 " 或 "
and he has a sweetheart , but she is american woman , not chinese .	他有一小小小小 , 但她是美國、美國、美國、美國、美國、美國 。
now , oil comes out of the engines that we use , the boats that we use .	現在 , 工程程程程程師 , 我們使用了這個工程 。
and there's a whole new hydrothermal vent community that has been formed .	一個新生態的新生態 , 包括社區的社群 。
you know , from healthcare to transportation , everything is different , but education hasn't changed .	健康 , 從健康轉換換換換換 , 一切都改變了 , 但 , 都改變了 。
these structures are called cilia , and they actually move the mucus out of the lung .	這些結構是 「 氧化 」 實際上 , 實際上 , 實際上 , 牠們會轉化了 。
one governor has publicly declared that he refuses to read the research .	一個公共有一公公公公公公公室 , 他就讀了一篇研究 。
because i knew somehow that i was a guest in a place that wasn't meant for me .	因為我知道 , 我知道我是最喜歡的 , 不是我所謂的 。
they've got a site ; they're already thinking about this site for the second city .	他們有一群 , 他們已經在想 , 他們已經想到這個城市的第二個城市 。
i'm not advocating capitalism , i'm just pointing out their relationship .	我不是一個人權利主義主義主義者 , 我只是把他們的關係 。
so from the beginning of the menstrual cycle till the beginning of the next .	所以 , 從一開始的一開始 , 一開始一開始 , 下一開始 , 下一開始 。
