i think you need to be in the hospital .	我覺得你需要在醫院 。
this intersection had been bland and anonymous .	這種干擾已經被邊界和匿名 。
this is saying goodbye to everybody at the orphanage .	這是說對每個人來說的好比 。
it feels elemental , part of what makes us human .	感覺好像我們人類的一部分 。
it's all mechanistic . we are mechanism .	所有的機械 , 我們是機械主義 。
but you can just look at the form . you can look at the form .	但你只能看這個形式 , 你可以看看形式 。
and we said , " well , that doesn't sound so much fun .	我們說: 「 嗯 , 這聽起來很有趣 。
ca: you yourself don't always feel 100 percent female .	克里斯:你自己永遠不會感受到100%的女性 。
but keep in mind that this was a grassroots movement .	但請記住 , 這是個草根運動 。
think african governments will put together a conference like this ?	想想非洲政府會把這樣的內容放在一起嗎 ?
the number of tellers per branch fell by about a third .	每一支掃描器的數量大約三分之一 。
there are huge areas of open water just south of your position .	有大量的開放水域 , 就在你的位置南方 。
a better business model , a better way to bigger profits .	更好的商業模式 , 更好的方式 。
get your testosterone up . get your cortisol down .	拿起你的檢測器 , 放下你的皮質 。
but i'm more excited that you can actually take it outside .	但我更興奮的是 , 你真的可以把它帶走 。
because goodness , you're all cheery about failing .	因為好 , 你都在擔心失敗 。
number one: stop the madness for constant group work .	第一:停止大規模的團體工作 。
hands out in front of you . palms up , together .	在你面前 , 請舉手 , 一起 。
chris anderson: wait a sec that's your wish ?	克里斯·安德森:等你希望的秘密嗎 ?
you throw them out there , and they degrade to nothing .	你把它們丟出來 , 完全沒有 。
but , you know is this actually dramatically changing love ?	但 , 你知道這真的是改變了愛嗎 ?
even before they do that they will ask for foreign aid .	即使在他們會問外國援助之前 ,
that's an inflatable for our moon base .	這是我們月球的衝突 。
and then mr . levine did the unthinkable .	接著 , 李維爾做了不可思議的 。
third , the idea of , it takes researchers to produce researchers .	第三 , 需要研究人員來製造研究人員 。
" the me too movement is a witch hunt . "	「 我的運動也是一場廣告 。 」
but how does it get where it needs to go in the first place ?	但 , 要如何讓它在第一個地方去哪裡 ?
yet somehow it still exists in a vulnerable environment .	然而 , 它仍然存在一個脆弱的環境 。
we need to decipher the script to answer that question .	我們必須決定要解答這個問題 。
and it wasn't a political answer , because i didn't care .	這不是政治的答案 , 因為我不在乎 。
do you know what this might be ? does anyone know what that is ?	你知道嗎 ? 有人知道這是什麼 ?
the question of transformation in africa really is a question of leadership .	非洲的轉變問題是領導力的問題 。
that is just my dogmatic economism talking .	這只是我的數位經濟體演說 。
others come from other african countries devastated by war .	其他人來自其他非洲國家 , 被戰爭摧毀 。
there's a big clot in the middle of the artery .	藝術的中間有一根大片 。
open the plan up , and , in one click , jump .	打開計畫 , 在一個駭客、跳躍中 。
why should we do this as indians and pakistanis ?	為何我們應該這樣做 ?
it's always difficult to predict , especially about the future .	它總是很難預測 , 尤其是未來的 。
we were like , " we're home , we're here . "	我們說: 「 我們是家 , 我們在這裡 。 」
we learned that thousands of people wanted to tell us their prices .	我們學到數千人想要告訴我們他們的價格 。
so why haven't harm reduction programs taken off ?	所以為什麼沒有傷害減低計畫 ?
david brooks: yeah , i think so .	大衛布魯克:是的 , 我想 。
and they made the social investment . they got away malaria .	他們做出了社會投資 , 他們離開瘧疾 。
so i believe the future " you " is an infinite you .	所以我相信未來的 「 你 」 是無限的 。
i'm a video game addict and this is my story .	我是個電玩癮者 , 這是我的故事 。
this area in the front here has thermal protection .	這是前面的區域 。
mb: i mean , that's what you all did .	mb:我是說 , 這就是你所做的 。
lots of you can afford to buy one of these .	很多人可以負擔買其中一個 。
you believe in your worth , and you can walk on it .	你相信你的值得 , 而且你可以走上去 。
actually , as social groups become smaller , they grow stronger .	事實上 , 身為社會團體變得更小 , 他們長得更強 。
sometimes , i even fantasized about getting sick again .	有時候 , 我甚至很感興趣再次生病 。
nature has not been untouched for thousands of years .	大自然已經數千年了 。
people think loss aversion will have a small effect .	人們認為失去版本會有小的效果 。
so i thought , " well let's just give it a try .	所以我想: 「 咱們來試試試 。
you realized your brain had taken a short cut and missed something .	你意識到你的大腦已經花了很短的切割 , 錯失了 。
well , the common thread is the spectrum .	共通點就是光譜 。
we hid , we crawled , we sometimes ran .	我們隱藏 , 有時會哭泣 。
and yet , only a tiny number could vote .	然而 , 只有一個小數字可以投票 。
but then we actually don't know that it's all out .	但事實上 , 我們並不知道它全部是如此 。
in fact , medicine today is a team sport .	事實上 , 現今的醫學是團隊運動 。
ten thousand years ago , our entire world was wilderness .	十萬年前 , 我們整個世界都是野生的 。
this is the view looking at the southeast ridge .	這是南方的觀點 。
in this case , we've grown a corner block .	在這個情況下 , 我們已經長大了一塊珊瑚區 。
sneakerheads love jordans .	鄰居愛約翰 。
each of us spends money on things that we do not really need .	我們每一個人都花錢在我們不需要的東西上 。
how might we think differently about our relations with people ?	我們要如何用不同的方式思考我們與人之間的關係 ?
we used to have 40 , now they have come down to 30 .	我們以前有40歲 , 現在他們已經降到30歲 。
let's just take one country in africa , senegal .	咱們來看看非洲的一個國家 。
but he adored his brother , jack .	但他擔心他的兄弟 , 傑克 。
and she actually , of course i'm here , she passes .	她其實 , 當然我在這裡 , 她通過了 。
so , maybe we're in the throes of it .	所以 , 也許我們正處於它的深度 。
otherwise , we will lose our own humanity .	否則 , 我們會失去自己的人類 。
and what that means is not that the age of the state is over .	這意味著 , 國家的時代已經超過了 。
the zero date is one drink , one hour .	零約是一小時 , 一小時 。
but the atom is not the smallest unit of matter .	但原子並不重要 。
i was at the office ; my desk was clean .	我在辦公室 , 我的桌子是乾淨的 。
i'm frequently out of my depth .	我的確是從我的深度中得到的 。
and we need to get this condition out of the dsm .	我們需要從dm中得到這種狀況 。
huge , huge thing . half a million dollars a year delta .	很大 , 每年有500萬美元 。
their hopefulness really is what drives them to come forward .	他們的希望是驅使他們向前邁進的 。
if i've met you before , i don't remember . "	如果我曾見過你 , 我不記得 。 」
now about half the audience has their left hand up . why is that ?	大約有一半的觀眾有左手 。 為什麼 ?
chris anderson: stop . i've got two questions .	克里斯安德森:停下來 , 我有兩個問題 。
we need to put the right kind of fire back into the system again .	我們需要再把正確的火燒放回系統 。
i mean , because we , at this point , we can protect it .	我的意思是 , 因為在這個時點 , 我們可以保護它 。
it turned at least one abandoned house into a home .	它轉變了至少一個被拋棄的房子 。
it had to do with death and disease and lots of other things .	它必須和死亡和疾病有關 。
he said , " make a movie about this expedition . "	他說: 「 做一部電影 。 」
we follow those who lead , not for them , but for ourselves .	我們追蹤那些領導的人 , 不是為了自己而是為了自己 。
so we went to lagos in october 2005 .	所以在2005年10月 , 我們去拉哥斯 。
fine . we don't want a lasting environmental impact .	嗯 , 我們不希望最後的環境影響 。
tm &amp ; kkm: thank you .	micamp ; kkm:謝謝你 。
they asked the captain , " when will we get there ? "	他們問: 「 當我們到達那裡時 , 我們會問什麼 ? 」
for example , i can make a large circular rail here .	例如 , 我可以在這裡做一個大型的圓圈 。
are your neighboring states swing or safe ?	你的鄰居在游泳或安全嗎 ?
freitas has a design for a robotic white blood cell .	法國有一台機器人白血細胞的設計 。
my mum wanted to , couldn’t afford it .	我的母親想要 , 無法負擔 。
so this is the effect we call " choice blindness . "	這是我們稱之為 「 選擇盲目 」 。
" i want to say one word to you , just one word . "	「 我要跟你們說一個字 , 只是一個字 。 」
ca: ok . so let's look at the space thing .	克:好 , 我們來看看太空 。
might i remind you that d was six years old ?	我可能會提醒各位 , 六歲嗎 ?
everything in the kitchen was salvaged .	廚房裡的一切都被治癒了 。
so turn away . i'll tell you when you can turn back .	結果 , 我會告訴你 , 當你回來時 , 你就會告訴你 。
i go everywhere to make believe it's iran .	我到處都相信伊朗 。
in fact , [unclear] still says this today .	事實上 , 今天仍然會說 。
is it one foot or is it 40 feet ?	它是一根腳或40英尺嗎 ?
but there was one big obstacle in my way .	但 , 在我的方式 , 有一大堆的障礙 。
this is the landscape of one medicine .	這是一種醫學的地景 。
a curveball can be thrown at any time .	一個曲線可以隨時被丟棄 。
we've been working on this for the last five or six years .	我們已經在過去五到六年了 。
there's only one place: the united nations .	只有一個地方:聯合國 。
you believe a proposition , p , and i don't .	你相信一個建議 , 請 , 不要 。
but kids could be entrepreneurs as well .	但孩子也可以是企業家 。
they're going to attack the cancer in new ways .	他們會攻擊新方法 。
you directly observe a few simple things .	你直接觀察一些簡單的事情 。
so this is the whole polyglot secret .	這是整個地點 。
it’s actually got a bunch of circles on it .	它其實有一堆圓圈 。
and it's going to take a lot of people to do that .	要花很多人來做這件事 。
and this still goes on as i think i told you last year .	這仍然在我認為我去年告訴你們 。
they didn't know how to answer their children's questions .	他們不知道如何回答孩子的問題 。
we didn't see a sunset either .	我們看不到太陽能 。
bf: yeah , a little sketchy .	bf:是的 , 一個小的籃子 。
it's about a program called " bullrun . "	關於一個叫做 「 布萊恩 」 的計畫 。
and then you have something like this , which is interplast .	然後你有像這樣的東西 , 這是介面 。
if you can see this: sweet peppers .	如果你能看到這個:瑞士pepper 。
this is a system that's been around a very long time .	這是一個很長一段時間的系統 。
but it clearly admits some exceptions .	但它顯然會承認一些例外 。
they're watching the concert through their cell phone .	他們透過手機看會議 。
that is the history of the national parks on land .	這是全國公園的歷史 。
it was called the automatic binding brick .	它叫做自動仿冒品品牌 。
and those giant desalination plants ?	那些巨大的欲望植物呢 ?
we have a lot of leeway in how to behave .	我們有很大的距離 , 如何被捕捉 。
sensible answer: prime witnesses .	可見的答案:質量證據 。
look at that thing , just flailing his arms around .	看看這一點 , 只是把他的手臂翻過來 。
most of them are in other buildings not designed as schools .	大部分的建築物都沒有被設計成學校 。
and this fear even persisted after i started my own company .	這種恐懼即使在我開始創立自己的公司之後 ,
here is where we want you to channel this money . "	這是我們希望你們來查看這個金錢的地方 。 」
these are my valentines from 2005 and 2006 .	這是我2005年的谷歌 , 2006年和2006年 。
honest about how we define ourselves and what actually does .	老實說 , 我們如何定義自己 , 真正的做法 。
i wouldn't have qualified as transgender .	我不會量化為變性別 。
i wanted my own television ministry .	我想要自己的電視部 。
then you have to convince your colleagues .	然後你必須說服你的同事 。
but most strangers aren't dangerous .	但大部分陌生人並不危險 。
and we tailor the class towards the average .	我們把課堂教導給平均 。
it's not random random is easy .	不是隨機隨機很容易 。
does patronage play a role ? yes , of course .	當然 , 諷刺會扮演角色嗎 ?
you see the phantom within the aquarium .	你可以看到原子在水平面中 。
but that's one reason why they ended up where they were .	但這也是為什麼他們最後的原因之一 。
your computer is grading all the exercises .	你的電腦正在畢業所有的練習 。
people fear them they help the rebellion a lot .	人們害怕他們會幫他們恢復 。
this is the first thing i didn't anticipate .	這是我第一次不預期的事 。
this is the house where the shooting took place .	這是拍攝的房子 。
and that's what i do with my furniture .	這就是我所做的 。
at this point , i became a little concerned .	在這時 , 我變得有點擔心 。
they have about 28 of these instructions .	他們有大約28個樂器 。
and we all kind of hate to admit it .	我們都很討厭它 。
we made it in the basement of our community center .	我們在我們社區中心的基礎 。
that's a lot to pack into 18 minutes .	18分鐘內 , 很大的攻擊 。
in gaza , we have a whole lot of nothing .	在加薩 , 我們沒有什麼 。
and then more years pass , and the cancer begins to grow .	接下來幾年 , 癌症開始長大 。
or are you going to hug a child ? pick . "	或者你會擁抱孩子嗎 ? 挑選 。 」
for a man , that's a risky proposition .	對一個男人來說 , 這是個風險的提案 。
now , we need to let people motivate each other .	現在 , 我們需要讓人們互相動作 。
we're all just part of religions .	我們只是宗教的一部分 。
and in the visual arts , the same thing happened .	在視覺藝術中 , 同樣的事情發生了 。
he left when he was just eight years old in 1938 .	他在1938年就離開了 。
i got a call from a friend in phoenix .	我在鳳凰的朋友打電話 。
now , melting point has a lot to do with this .	現在 , 熔化點有很大的作用 。
i profoundly believe this is avoidable .	我很幸運相信這是可避免的 。
there's an impact , it's cumulative .	有影響力 , 它是可怕的 。
this is the opening frame of the video that we created .	這是我們創造的影片 。
and they impose a barrier to cooperation .	他們會改善一個障礙 , 來合作 。
one hint: it's not " l . "	第一 , 不是 「 l 」 。
i mean , it was incredible innovation .	我的意思是 , 很棒的創新 。
and you do that for a while , until you really feel that .	你花了一陣子 , 直到你真的感覺到 。
he turns . he begins to make his way to me .	他轉身了 。 他開始讓他走向我 。
if you have access to this information , you can control your society .	如果你能取得這些資訊 , 你可以控制你的社會 。
we met violence with force and chaos with chaos .	我們遇到了暴力和混亂的暴力 。
she thought , " well , my mom always did this . "	她想: 「 嗯 , 我媽總是這樣做 。 」
so again , we should be suspicious of stories .	再一次 , 我們應該是有疑的 。
there's a different stigma that's out there .	這裡有不同的原則 。
and it's terribly endangered .	很糟糕的是結局 。
so there we see it . that's an action potential .	所以我們看到了 。 這是行動的潛力 。
that's what's so complicated about war .	這就是戰爭的複雜性 。
they're like a snapshot in time .	當時他們很喜歡一個突觸 。
and then there are some that are , well , not so good .	還有一些 , 不太好 。
and they get to make more sustainable products .	他們得到更多永續的產品 。
i know there's going to be disbelief .	我知道一定會很失望 。
doesn't it feel good to say it out loud ?	感覺不錯嗎 ?
so the first one is called the ventral stream .	第一 , 叫做 「 自願 」 。
and you can see the points there on the graph .	你可以看到圖表上的點 。
you're afraid to admit it now .	你現在害怕它 。
they're not being really strategic at all .	他們完全沒有策略 。
and we're stuck on two puzzles .	我們被困在兩個謎中 。
now there are many ways you can get infected .	現在有很多方法可以感染 。
i don't want to romanticize poverty .	我不想浪漫貧窮 。
and , buddy , that made us mad .	嗯 , 佛迪 , 使我們很瘋狂 。
because we have 300 million microbloggers in china .	因為我們在中國有三億個微生物 。
it might be a way to decide our own fate .	可能是一種方法來決定自己的命運 。
you're appalled by the altright .	你被肥胖所吸引 。
but i borrow a lesson that i learned from him .	但我從他身上學到了一課 。
so that's why pillar number three is so important .	這就是為什麼pillar的數字是如此重要的 。
it's invisible to the naked eye .	眼睛看不見 。
and there is an example of the kind of thing that you see .	這裡有一種例子 , 你看到的 。
so these things together give us evolution , perhaps .	所以 , 這些東西讓我們一起演化 , 也許是 。
it's okay , daddy's here .	沒錯 , 爸爸在這裡 。
i've got one more thing to share with you right now .	現在我有更多要跟你們分享 。
the abbreviation for it is mtr .	對於它的呼籲是mr 。
mike asked me a hypothetical question .	麥克問我一個假設的問題 。
she and her baby were presumed dead .	她和她的寶寶已經消失了 。
it's a several thousandpound animal .	它是數千磅的動物 。
and in fact , even space itself is turning into a service .	事實上 , 即使太空本身已經轉化為服務 。
and it was like that for me . i love that movie .	對我來說 , 我喜歡那部電影 。
as an artist , connection is very important to me .	身為藝術家 , 連結對我很重要 。
and you know what they claim the reason for this is ?	你知道他們為何宣稱這個原因呢 ?
so when you need help , ask for it out loud .	所以當你需要協助時 , 請求它消失 。
the humanities give us the context of our world .	人類給我們這個世界的情境 。
police 1: brendan , be honest .	警察1:布萊恩 , 誠實 。
tell me what's wrong . i can't understand you .	跟我說錯了 。 我不能了解你 。
so we have to protect that legacy and be an example .	所以我們必須保護法律 , 成為一個例子 。
but look at this . there's no privacy .	但看看這個 , 沒有隱私 。
and only about 17 percent are of european descent .	只有17%是歐洲人 。
cory kidd developed this robot for his doctoral work .	珊瑚孩子為他的醫生設計了這個機器人 。
she can do anything she wants , as can each of you .	她可以做任何她想要的東西 , 只要你們每一個人都能做到 。
i would say , " would you die for him or her ? "	我會說: 「 你會死嗎 ? 」
and then at some point they turn around and they look at you .	接下來 , 他們轉轉身 , 看著你 。
don't say , " whatever you can do to help . "	別說: 「 你能幫什麼 。 」
do you think it's possible to control someone's attention ?	你認為可以控制某人的注意力嗎 ?
on the other hand , i have the fake happy picture thing .	另一方面 , 我有幸福的照片 。
third , adapting to rising seas .	第三 , 適應危機 。
and it had identified paul warwick .	它已經辨識了保羅戰爭 。
the spikes interlock to seal his fate .	蜘蛛會阻擋牠的命運 。
google earth goes from this view down to your backyard .	谷歌的地球從這個觀點轉向你的後院 。
jc: and is that how you usually fly ?	jc:你通常會飛行 ?
at last we've got some science we can apply .	最後 , 我們有一些科學可以應用 。
10 , 000 , two and a half million , 15 years .	一萬五千五千五千萬年 。
but " open , " she says , " open up ! "	但 「 開放 」 她說: 「 開放 ! 」
lower left is dayofthedead toys .	左下是一天的死亡 。
people were building bionicles for a few cents .	人們為幾世紀建造出二氧化碳 。
can you make something from nothing as a sculptor ? "	你能做些什麼 ? 」
companies blocking access to im or to facebook .	公司阻止免疫或臉書 。
sea turtles are miraculous .	海龜很奇怪 。
so we knew that we had some really solid science here .	所以我們知道我們有一些很深刻的科學 。
in this bush , we found two huts .	在這個時空 , 我們發現了兩張幽默 。
those economic pies have exploded in size .	那些經濟的價格在大小中被剝奪 。
instead , the west chose to go to sleep .	相反地 , 西方選擇睡眠 。
but i stuck to simple print on the floor .	但我把簡單的印刷放在地板上 。
so this is a work called " the sun shadow . "	這是一個叫做 「 太陽影影 」 的作品 。
this is based on the structure of a diamond .	這是根據鑽石的結構 。
well , you don't have to be a whole creature .	嗯 , 你不需要成為整個生物 。
pause here if you want to figure it out for yourself !	請暫停一下 , 如果你想找出自己 !
you know , i could just show you this little piece of paper .	我可以給各位看這張小的紙 。
can online communities play a role here ?	網路社群可以在這裡扮演角色嗎 ?
i said , " i know all that what day is it ? "	我說: 「 我知道那天是什麼 ? 」
and you can think of ted as a potential lens .	你可以把ted視為一個潛能的鏡子 。
because the idea of doing it alone terrifies me .	因為這個想法讓我感到害怕 。
so next time , we might not be so lucky .	接下來 , 我們可能不會很幸運 。
and then there was good design for very low price .	然後有好的設計 , 很低價價 。
elon musk: thanks for having me .	伊森:感謝我 。
this was my world going into september , 2001 .	這是我的世界 , 2001年9月 ,
but before i go into that , let me tell you a story .	但在我進去之前 , 讓我告訴你一個故事 。
and i know that kids get concussed every year .	我知道 , 孩子每年都在討論 。
what is that keeps us coming back to insects ?	是什麼讓我們回到昆蟲呢 ?
study three , the two experimenters , one remote .	第三 , 兩位實驗員 , 一個遙控器 。
there are plans to do it , but it's hard .	有計劃可以做到 , 但很難做到 。
we view mothers as a community's single greatest resource .	我們把母親視為社區最偉大的資源 。
the next artist is hazel clausen .	下一位藝術家是哈扎爾·克斯 。
then each of the different little pieces around it explain some fact .	然後它周圍的每一個小小部分都解釋了 。
co: so it's working , but it could be better .	柯:所以它是有效的 , 但它可能更好 。
will you remain in fear , or will you grow ?	你是否會持續擔心 , 或者你會長大 ?
okay ? almost like the highest in the nation .	好嗎 ? 幾乎像國家最高的 。
that's going to go to 70 percent in 2050 .	在2050年 , 那將會降到70% 。
and he realized , it isn't about old or new .	他意識到 , 這不是老舊或新的 。
but that was never asked ; it was never talked about .	但那從來沒有被問過 , 它從來沒有談過 。
why can we trust them around our toddlers ?	為什麼我們能信任他們 , 為何我們能信任他們 ?
now , i don't know if troy's dreams came true .	我不知道天才的夢想是真的 。
that network is getting denser and denser by the day .	那個網絡被隔離 , 被那天被摧毀 。
and nobody really knows what it is or why it's there .	沒有人知道它是什麼 , 或是為什麼它存在 。
an international study has since confirmed those results .	國際研究已經自信這些結果 。
so because of that , you need to make a personal decision to stand up for truth .	所以 , 因為這樣 , 你需要做出個人決策來站出來 。
here , the temporary is becoming the new permanent .	在這裡 , 暫時成為新的永久 。
i didn't know if i was going to make it this was only 12 .	我不知道我是否會讓它成為12個 。
so those folks in new mexico why did they do it ?	所以 , 那些在新墨西哥的人為何會這麼做 ?
and one of the bottlenecks is early in drug discovery .	最底層之一是早期的藥物發現 。
where we face that scale of finding that worklife balance .	我們面臨的規模 , 發現工作的平衡 。
crops and livestock are being brought to market .	作物和牲畜被帶到市場 。
start by having the first conversation at your own kitchen table .	首先 , 在你自己的廚房桌上有第一個對話 。
so that's childcare , elder care and food preparation .	所以那是小孩 , 老年人照護和食物準備 。
hometown security is next on my todo list .	家鄉安全在我旁邊 。
please raise your hand if something applies to you .	請舉手 , 請舉手 , 請舉手 。
rb: it's about 25 billion dollars now , in total .	rb:現在大約有250億美金 。
the tough hide is difficult to cut , even with a knife .	艱難隱藏很難切割 , 即使有刀子 。
but we think we got the dynamics right of the robot .	但我們認為我們有機器人的動態 。
so the city basically extended to city hall park .	所以 , 城市基本上被送到城市廳 。
there's a picture of a guy doing homework with his son .	有一個人和他的兒子做的照片 。
i want to demo this actually , because it's a very simple process .	我想要刪除這一點 , 因為它是非常簡單的過程 。
rng: eh , i'm not holding my breath .	rng:eh , 我沒有呼吸 。
stars have shined down on earth's life for billions of years .	星星在地球的生命數十億年內被震動 。
my family is from trinidad and the virgin islands .	我的家人來自部落和維吉丁島 。
you were under anesthesia , which is much more complicated .	你在麻醉之下 , 比較複雜 。
and how shall we look and verify that we actually have it ?	我們究竟有多大的看法呢 ?
i took a school bus to the fancy side of town .	我帶了一間學校巴士 , 到城鎮的一邊 。
and he was mainly concerned by what i was going to write .	他主要關心我要寫什麼 。
so i've got to call help . i've got to call work . "	所以我必須打電話給我 , 我必須叫工作 。 」
the evidence is very clear that plants promote health .	證據很明顯 , 植物會促進健康 。
let's try to get at the root of what it's all about .	咱們來看看它的根部 。
so i'm doing activities that will build my sense of balance .	所以我在做的活動會讓我的平衡感 。
it hurt me so bad that i wanted to quit right there .	我很糟糕 , 我想要坐在那裡 。
they were incredibly enthusiastic about the work .	他們對工作感到非常熱衷 。
he accesses the file . he has to rewind the tape .	他接觸了檔案 , 他必須重覆任務 。
they've tried to connect worlds they didn't know existed before .	他們試著去連結他們之前所未知的世界 。
a few kilometers , maybe , is quite typical .	其中幾公里 , 也許很典型 。
but what we don't understand is here we are in los angeles .	但我們不知道的是 , 我們在洛杉磯 。
now that's because shipping is very efficient .	那是因為船隻很有效 。
every japanese kid learns how to fold that crane .	每一位日本的孩子都學會如何摺疊那條 。
" the machines perform what seem religious rites . . .	「 機器表演似乎是宗教的 。
fail to help , and we show we have no moral compass at all .	沒有幫助 , 我們看到我們沒有道德的同理心 。
i'm old school on some fundamental regards .	我很老的學校 , 有些基本的學院 。
but there were others around me who weren't even cowering .	但在我周圍還有其他人甚至沒有合作 。
i mean fossils , cave paintings and so forth .	我的意思是化石、洞穴繪畫等等 。
and it's those cables in particular that i want to focus on .	特別是我想要專注的那些纜線 。
yet they internalize and privatize the profits .	然而 , 他們內部化 , 並將利潤移植 。
and he demanded that the jews supply enough for everyone .	他要求猶太人應該足夠 。
this boat is worth one million euros when it's new .	這艘船值得一百萬歐元 。
in that pool of water , these larvae are concentrated .	在那池池塘中 , 這些火星被濃縮 。
that's my flesh , and i can twist that around .	這是我的手指 , 我可以扭轉它 。
the japanese are interested in building floating islands .	日本對建造漂浮的島嶼有興趣 。
anyway , so we release this report in july last year .	總之 , 我們去年6月釋放這份報告 。
so i'm not going to share tricks with you that you already know .	所以我不會和你們分享一些你已經知道的技巧 。
i'm sure she never found the dog , because i took the sign .	我相信她從來沒有找到狗 , 因為我拿了這張信號 。
but it's kind of nice sleeping out here under the stars .	但在星球下 , 睡得很棒 。
so , i want to start out with this beautiful picture from my childhood .	所以 , 我想從我童年的照片開始 。
my office is there in the same place it's a medical desert .	我的辦公室也一樣 。
these are people that brought nothing but havoc to africa .	這些人被帶給非洲 , 沒有什麼東西 , 而是投票給非洲 。
always in those moments , they share their own experiences of loss .	總是在那一刻 , 他們分享自己失去的經驗 。
and as hard as her 20s were , her early life had been even harder .	身為她的20歲時 , 她的早期生活變得更難 。
we have to work together , because thinking globally , acting locally . . .	我們必須一起合作 , 因為全球思考 , 做個地方 。
now , often people ask me , " what did you learn by studying choice ? "	常有人問我: 「 你在研究選擇什麼 ? 」
well , the first group , the average group , was doing just fine .	第一個團體 , 平均的團體都很好 。
it's all over the web: " bible boot camp . "	這一切都在網路上: 「 可怕的炸彈營 。 」
you always had a bible for the whole season beforehand , right ?	你永遠都曾有過一整季的聖戰 , 對吧 ?
this was led by ross powell and tim naish .	由羅斯波威威威爾和西部所引發的 。
in short , we want to democratize access to information about our planet .	簡言之 , 我們想把資訊傳遞給我們地球的資訊 。
i have yet to see somebody who is so turned on by somebody who needs them .	我還得看到那些需要的人 。
people , for as little as a dollar a day , pick through our stuff .	人們 , 一天 , 花點錢 , 用我們的東西來挑選 。
why not eat insects ? well first , what are insects ?	為什麼不吃昆蟲 ? 首先 , 昆蟲是什麼 ?
people told us nobody would do that , that it was too personal .	人們告訴我們 , 沒有人會這麼做 , 那太個人了 。
it's really been eight years since that fated night in kentucky .	八年以來 , 肯定是八年的 。
i noticed that she said , " when something happens " and not " if . "	我注意到她說: 「 當事情發生了 」 , 而不是 「 如果 」 。
is true . is true . i teach eighthgrade science four days a week .	沒錯 , 我教了八年的科學四天 。
and they would tell me knowingly , " you'll change your mind . "	他們會告訴我: 「 你會改變你的思想 。 」
so who said this ? this is alan turing in 1951 .	所以誰說了嗎 ? 這是1951年的西班牙 。
if you liked this riddle , try solving these two .	如果你喜歡這張圖 , 試著解決這兩個 。
i'd take naps every chance i got because it was really hard work .	我每次都會拿naps , 因為它很困難 。
around 50 percent have filed for ptsd compensation .	超過50%的書籍競爭 。
they had no idea what i went through for the day and that's ok .	他們不知道我經歷過什麼 , 沒錯 。
well , many of her kids didn't have dinner when they went home .	嗯 , 許多孩子在家裡沒有晚餐 。
and here's the thing: our kids are ready for this kind of work .	重點是:我們的孩子已經準備好了 。
in fact , your home address is put online for everyone to see .	事實上 , 你的家址在網路上 , 讓每個人看到 。
we don't need to pass these expenses on to our students .	我們不需要把這些昂貴交給我們的學生 。
i really want to see some twentysomethings here .	我真的想看到一些二十多歲的人 。
the people sitting down , i want to see your fingers pointing .	人們坐下來 , 我想看到你的手指指 。
looks a lot like the watch i was wearing , doesn't it ?	看起來很多像我穿的看法 , 不是嗎 ?
just think about that , you know , wander through your life thinking about this .	想想看 , 你知道的 , 要透過你的人生思考 。
narrator [in norwegian]: run it up and down .	敘述者:跑起來 , 下降 。
and unfortunately , i can be a little too honest .	不幸的是 , 我可以太誠實 。
they also coined the term radioactivity along the way .	他們也用同樣的方式組成了輻射的詞彙 。
what message did they hear ? " it's me or you . "	他們聽到的訊息是什麼 ? " 這是我或你 。 "
now , a month into this project , we'd just started classes .	現在 , 一個月 , 我們就開始課 。
they can decide it's the federal government in each case .	他們可以決定每個案例的聯邦政府 。
we have not quite figured out our acoustic insulation .	我們不太想出我們的意見 。
one is computation ; this is the stuff you've forgotten .	第一是計算 , 這是你忘記的東西 。
it was all part of clare boothe luce's look .	這一切都是伊斯蘭的一部分 。
and then when i took that moment to take a step back , magic .	然後 , 當我把那個時刻帶回一步 , 魔術 。
a large part of the explanation is the 10second thing .	解釋的大部份是10秒 。
as you can guess , it shows them mostly females .	如你猜猜測 , 大部分都是女性 。
and i said , " yes , definitely . please . "	我說: 「 是的 , 絕對是 。 拜託 。 」
there was a 70percent drop in natural killer cell activity .	在自然殺死細胞活動中有70%的乾旱 。
but it's inevitable that we will be two to three billion more .	但這可避免我們將有兩到三十億 。
being told i'm a " snitch " is really fun .	被告知我是 「 nnch 」 真的很有趣 。
i couldn't believe that something like this could happen in a national capital .	我不敢相信這可能發生在國家資本中 。
ak: he did show up ! i told you he'd show up .	ak:他抬起了 ! 我告訴你們他會出現 。
when i heard those bars slam hard , i knew it was for real .	當我聽到這些障礙時 , 我知道它是真實的 。
so i've experienced a lot of success in my life .	所以我經歷了許多成功 。
practically speaking , it ain't gonna happen .	基本上 , 說話 , 它不會發生 。
i thought it was a monster , so i was walking around it .	我以為這是一個怪獸 , 所以我走過它 。
let me just rush very quickly through things that we've done .	讓我很快地通過我們做過的事 。
you know what else is evolutionarily ancient ?	你知道其他的演化是什麼 ?
you know , it was going to be a nice , long trip .	你知道的 , 它將會是很棒、很長的旅程 。
you know , so nouveau riche , frankly .	你知道的 , 不過是富豪 , 坦白說 。
now before we go on , i have a confession to make .	在我們繼續前 , 我有一份保證來做 。
so we're hearing about life in these little bits and pieces .	所以 , 我們在聽這些小小東西和碎片的生命 。
but that cannot account for the mass either .	但這對大眾來說無法承認 。
by buying a space that was 420 sq . ft .	藉由買一個420個q的空間 。
